Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
2232,10400,12428,12.5,867.36,9299.66,9299.63636,11,O,564,4,5,1,0,3,1,Sole Proprietorship,2,0,0,0,58,Eating and Drinking Places,60897,29110,31787,92400,37756,32.4,5,1087,8247,217676,19448,1909,21357,FL,A,S2
7682,13300,15627.5,10,1256.86,16026.26,16025.1904,11,O,681,5,20,15,11,0,5,Corporation,4,0,3,0,57,Home Furniture and Furnishings Stores,29167,14650,14517,79500,34224,33,5,773,10787,274155,8074,671,8745,FL,OTHER,S2
12705,24000,28440,7.5,3123.6,35390.92,40486.3077,13,O,561,2,31,23,17,1,7,Limited Liability Company,19,5,1,5,59,Miscellaneous Retail Stores,32145,16529,15616,117000,53624,27.9,6,333,4409,156036,9645,345,9990,IL,H,S3
4876,12800,15040,12.5,1036.8,11519.64,11519.6,10,O,518,8,12,9,8,1,2,Sole Proprietorship,3,1,1,1,75,Auto Repair Services and Parking,22802,11148,11654,162300,60149,35,5,1101,25428,1158842,7941,1105,9046,MD,A,S2
8458,14800,18352,12.5,1752.32,13959.9,3996,1,R,702,11,32,26,16,3,3,Corporation,6,0,0,0,58,Eating and Drinking Places,11007,5433,5574,151200,59820,33.8,6,270,4236,167127,5383,286,5669,IL,B,S2
36915,52400,62356,12.5,7231.2,41296.88,41297,6,O,653,5,39,20,23,0,19,Limited Liability Company,4,3,3,3,70,Hotels Rooming and Other Lodging Places,50783,24958,25825,109300,40199,34.2,5,1432,18044,521723,16844,1020,17864,FL,B,S4
4341,10000,11750,12.5,810,9106.34,9106.36364,11,O,558,1,15,10,8,2,3,Partnership,9,1,1,0,72,Personal Services,25709,12626,13083,129600,49148,39.9,5,479,2354,51167,16974,160,17134,FL,OTHER,S2
61209,104000,123760,12.5,14352,83207.88,134831.333,12,O,696,7,19,17,9,2,0,Corporation,7,1,1,0,52,Building Materials and Hardware,24892,12472,12420,126300,41586,34,5,1197,31537,996665,9137,1276,10413,GA,B,S4
8419,18000,21420,10,2484,17779.72,17780,4,O,642,1,21,13,13,1,7,Corporation,1,0,0,0,72,Personal Services,59935,28201,31734,133300,52830,33.7,5,2078,19873,506685,16208,1018,17226,FL,B,S2
62710,105800,131192,12.5,15658.4,69553.76,69553.5,4,O,509,6,30,22,15,4,4,Corporation,15,0,0,0,59,Miscellaneous Retail Stores,20728,9230,11498,205300,46992,60.7,5,759,7732,227369,11493,350,11843,FL,B,S4
2661,9200,11408,12.5,1463.72,5933.12,5933,4,O,601,13,8,4,6,1,3,Sole Proprietorship,5,3,1,0,59,Miscellaneous Retail Stores,34230,18721,15509,261700,42255,39.1,5,1563,14912,347902,12035,1526,13561,FL,H,S2
13009,34600,40655,12.5,3269.7,31173.46,36998.3333,6,O,570,4,51,31,20,4,16,Limited Liability Company,4,0,3,0,53,General Merchandise Stores,13620,6586,7034,52400,25269,36.4,5,268,4461,139488,6200,517,6717,FL,OTHER,S3
8757,16600,19505,12.5,448.2,16869.2,33074,2,R,518,7,30,20,18,3,7,Corporation,7,4,5,2,75,Auto Repair Services and Parking,21527,10744,10783,101400,49577,34.9,6,530,9205,310840,9754,449,10203,WI,OTHER,S2
1689,5600,6664,12.5,772.8,4478.22,4478.22222,9,O,478,1,21,13,10,5,3,Sole Proprietorship,1,0,0,0,54,Food Stores,2101,962,1139,68400,23438,35.5,6,20,380,7749,755,27,782,AL,B,S1
12977,25600,30592,12.5,711.68,23071.92,23072,6,R,627,3,17,15,10,1,1,Corporation,3,2,0,1,58,Eating and Drinking Places,37516,18281,19235,188400,59496,35.9,6,1282,17229,455613,16295,1293,17588,TN,F,S3
6411,18600,21855,12.5,1255.5,18638.92,18638.92,1,R,515,3,18,8,9,6,4,Corporation,3,3,1,0,59,Miscellaneous Retail Stores,40157,18878,21279,93100,35211,35.8,5,808,12840,352452,16016,1089,17105,VA,E,S2
2815,6000,6900,12.5,468,5573.34,5573.33333,3,O,543,21,30,18,19,3,9,Sole Proprietorship,14,1,0,0,72,Personal Services,11721,5858,5863,135700,61491,35.3,5,454,7297,256403,4605,331,4936,NH,B,S1
24355,30000,35250,5,1620,66134,95566,2,R,701,18,42,41,28,0,1,Corporation,17,0,3,0,75,Auto Repair Services and Parking,18947,9257,9690,159700,45032,44.5,5,970,11374,400716,10923,887,11810,FL,OTHER,S3
3699,8800,10340,12.5,475.2,9944,10380,4,R,485,3,11,2,3,5,4,Limited Liability Company,3,1,1,0,58,Eating and Drinking Places,29341,14200,15141,168500,59715,40.2,5,747,12638,432538,11291,563,11854,CT,OTHER,S2
25016,47500,56525,12.5,5132.56,37428.88,41969.3333,3,O,664,10,62,62,40,0,0,Limited Liability Company,10,0,9,0,59,Miscellaneous Retail Stores,25053,11960,13093,126400,48923,39.8,5,573,12131,366199,10407,497,10904,MD,OTHER,S4
23830,40000,46600,12.5,1064,65243.98,70374,2,R,623,4,23,19,15,0,4,Corporation,4,2,0,0,58,Eating and Drinking Places,17310,8341,8969,1000001,40932,36.4,5,7084,120608,5436960,11550,7900,19450,NY,A,S3
12799,31600,39184,12.5,4676.8,20759.48,20759.6,10,O,521,2,4,3,1,1,0,Corporation,3,0,1,0,54,Food Stores,26993,13154,13839,69400,31520,33.1,5,441,8750,285111,9588,544,10132,OH,B,S3
15083,30000,35700,12.5,3312,77871.34,77871.3333,3,R,615,9,35,27,24,0,8,Corporation,11,0,1,0,59,Miscellaneous Retail Stores,53472,26477,26995,146400,70846,37.2,5,1340,9560,249230,20243,1261,21504,GA,B,S3
21065,46600,57784,15,5517.44,26262,24206.8,5,R,462,21,70,52,38,12,6,Corporation,2,0,1,0,59,Miscellaneous Retail Stores,17284,8407,8877,160600,50921,37.7,5,607,6927,243207,6224,550,6774,RI,B,S4
5781,32700,38749.5,12.5,4255.9,25593.3,25593.3333,3,O,521,6,28,13,13,6,9,Corporation,4,0,2,0,58,Eating and Drinking Places,17259,8282,8977,58600,26199,32.2,5,320,7485,244868,6931,471,7402,PA,H,S3
4450,12600,15624,17.5,1491.84,6202,5679.2,5,R,496,70,26,14,9,2,10,Corporation,5,5,1,0,56,Apparel and Accessory Stores,17238,7898,9340,116900,41851,41.7,6,1395,34633,1210295,8100,1288,9388,NE,B,S2
28882,56200,68035,12.5,3950.86,50665.68,55026.8,10,O,637,2,15,4,6,5,6,Corporation,2,0,2,0,57,Home Furniture and Furnishings Stores,30881,14922,15959,122000,42457,35.3,7,621,7574,247723,12528,356,12884,AZ,OTHER,S4
24000,35800,42602,12.5,4940.4,30429.36,30429.36,3,O,715,3,17,9,9,0,1,Sole Proprietorship,6,4,3,1,72,Personal Services,56322,29236,27086,663600,43444,36.8,8,1669,20405,840056,34091,2182,36273,CA,B,S3
5654,22000,28050,12.5,4603.5,14210.92,14211,8,O,579,2,14,4,8,1,9,Sole Proprietorship,13,2,0,2,58,Eating and Drinking Places,32028,15269,16759,96200,60140,31.5,6,452,7441,164844,7072,407,7479,TX,H,S3
31656,77777.5,91777.45,12,10577.74,62951.3,59758,3,O,637,2,26,10,13,2,14,Limited Liability Company,1,1,1,0,58,Eating and Drinking Places,7349,4255,3094,75700,37210,37,8,161,1601,41557,1717,263,1980,NV,OTHER,S4
5233,10800,12852,12.5,1192.32,9724,10005.2,5,R,534,13,14,3,11,2,9,Sole Proprietorship,12,2,0,1,59,Miscellaneous Retail Stores,12232,5872,6360,132700,31373,38.4,8,344,2725,65773,3486,387,3873,CA,B,S2
8477,10500,13020,12.5,1554,7303.82,8023,6,O,614,47,22,14,7,1,7,Corporation,20,3,3,1,56,Apparel and Accessory Stores,17364,9876,7488,70500,32030,29.5,6,894,46785,2044675,5923,1044,6967,TX,B,S2
5525,13400,15946,12.5,1479.36,36489.42,37086.8,5,R,635,50,28,21,12,0,7,Sole Proprietorship,2,0,0,0,75,Auto Repair Services and Parking,60254,30221,30033,225600,48523,32.9,8,1017,10850,347385,20564,1530,22094,CA,B,S2
18508,76800,90624,10,6266.88,87111.48,54583.03,6,O,549,1,17,14,6,3,9,Corporation,22,3,8,0,58,Eating and Drinking Places,28893,14210,14683,121500,26880,27.6,7,1354,16455,365469,9837,1266,11103,MT,OTHER,S4
2678,5700,7068,12.5,843.6,3786.9,7706.66667,9,O,456,5,28,7,13,8,13,Partnership,3,16,1,13,72,Personal Services,56322,29236,27086,663600,43444,36.8,8,1669,20405,840056,34091,2182,36273,CA,B,S1
8480,13600,16184,10,1876.8,13434,13434.4,5,O,657,19,20,19,8,0,1,Sole Proprietorship,9,1,1,0,59,Miscellaneous Retail Stores,14223,7117,7106,362900,96658,40,8,186,1579,62863,4061,94,4155,CA,B,S2
13659,36000,42840,12.5,4968,28487.18,31054,10,O,521,3,25,21,11,3,1,Corporation,2,0,1,0,55,Automotive Dealers and Service Stations,9245,4656,4589,137000,52171,32.8,9,874,12448,626304,2720,915,3635,AK,B,S3
3341,9400,11656,12.5,2086.8,27149.84,22854.25,8,O,484,4,24,5,7,14,5,Limited Liability Company,2,1,0,0,55,Automotive Dealers and Service Stations,21374,10518,10856,352800,97675,43,7,1026,13700,567774,15065,732,15797,AZ,B,S2
10755,25600,30464,12.5,706.56,44653.98,14854,1,R,524,5,37,23,21,12,2,Sole Proprietorship,2,0,1,0,75,Auto Repair Services and Parking,28843,14393,14450,128500,46721,27.8,7,443,5865,159350,10937,386,11323,UT,F,S3
3237,7400,9176,12.5,1095.2,4982.4,4982.4,5,O,666,4,9,5,5,1,3,Limited Liability Company,2,1,0,0,58,Eating and Drinking Places,299,148,151,58300,35833,32.2,7,5,54,496,54,0,54,CO,B,S1
2203,7800,9165,12.5,526.5,7206,7641.5,4,R,545,3,27,16,9,10,1,Sole Proprietorship,6,0,0,0,58,Eating and Drinking Places,76146,38528,37618,87600,26931,28.3,6,2373,30454,891518,28255,3678,31933,TX,D,S1
3852,9300,11067,12.5,1283.4,7340.72,7340.4,5,O,566,2,9,4,6,0,5,Limited Liability Company,1,0,0,0,75,Auto Repair Services and Parking,32742,17118,15624,47300,32283,28,6,605,7709,218953,9356,839,10195,TX,B,S2
30235,40000,49600,12.5,5920,26813.34,26813.4939,16,O,646,2,36,17,17,0,2,Corporation,1,0,1,0,41,Local/Suburban Transit and Highway Passenger,27897,14625,13272,489500,76044,39.4,8,329,2045,67683,13166,222,13388,CA,B,S3
8904,23000,27715,12.5,3891.6,18500.54,19692.9091,11,O,611,5,17,10,10,4,3,Corporation,10,0,1,0,75,Auto Repair Services and Parking,51681,26427,25254,98900,31370,26.4,8,585,12440,378820,7987,464,8451,NV,H,S3
1564,10200,12648,12.5,1509.6,6814.62,6814.33333,6,O,448,10,10,1,2,8,1,Sole Proprietorship,10,2,1,1,58,Eating and Drinking Places,44584,21553,23031,127700,22872,23.2,8,177,1652,34076,11412,421,11833,CA,B,S2
22333,46600,55454,12.5,5035.32,36693.74,36691.6442,1,O,675,4,12,5,5,0,1,Limited Liability Company,1,0,0,0,58,Eating and Drinking Places,30320,16159,14161,149000,33158,32.5,8,1341,20580,762143,11386,1345,12731,WA,OTHER,S4
11448,26400,32736,12.5,3907.2,17388,19610.5,4,O,532,6,25,8,12,8,9,Corporation,2,0,1,0,58,Eating and Drinking Places,15498,7595,7903,287400,69096,38.2,8,279,5959,285950,4354,285,4639,CA,B,S3
5726,16000,18880,12.5,1740.8,15022.24,15022,3,O,479,3,19,7,7,8,4,Sole Proprietorship,11,4,3,1,56,Apparel and Accessory Stores,21307,10589,10718,171600,69919,33.5,9,694,8793,261120,4293,680,4973,AK,OTHER,S2
94288,186000,220410,12.5,5096.4,179548.48,160752.4,5,R,546,8,34,18,20,5,11,Corporation,6,0,0,0,59,Miscellaneous Retail Stores,34626,17991,16635,167100,52570,32.9,7,594,7727,217074,9265,639,9904,CO,F,S4
14832,20000,24800,12.5,2960,12360.4,16852.2857,7,O,652,21,20,19,9,0,1,Limited Liability Company,19,3,2,1,73,Business Services,23347,12576,10771,191700,55987,32.8,8,722,7867,215386,6713,488,7201,WA,B,S2
13795,20600,24206,10,2224.8,23220.46,23220.6667,3,O,683,3,3,3,0,0,0,Partnership,0,0,1,0,58,Eating and Drinking Places,31972,20508,11464,276100,30016,25.2,8,380,4596,110041,6894,273,7167,CA,OTHER,S2
21889,39400,48856,12.5,5831.2,25987.38,25987,4,O,520,4,34,29,25,5,0,Corporation,10,4,0,0,75,Auto Repair Services and Parking,40258,20154,20104,255500,52434,35.2,8,1351,20114,782399,13919,1188,15107,CA,B,S3
3738,8800,10604,12.5,744.48,7868.74,8130.76923,13,O,588,1,14,8,7,1,5,Sole Proprietorship,10,4,1,4,59,Miscellaneous Retail Stores,37214,18062,19152,148100,35699,33.3,8,853,11589,356457,14731,1562,16293,CA,A,S2
7230,12000,14880,12.5,1420.8,13050,16600,1,R,472,31,43,31,24,8,4,Sole Proprietorship,15,0,2,0,87,Engineering and Accounting and Management Services,18466,8864,9602,1000001,145425,46.2,8,869,6942,381005,6905,940,7845,CA,B,S2
4945,15800,19592,12.5,2338.4,10409.16,12307.2727,11,O,458,2,21,10,11,4,7,Limited Liability Company,2,1,0,0,87,Engineering and Accounting and Management Services,51051,27626,23425,100700,29605,24.9,7,2105,52767,1804151,17589,1295,18884,AZ,B,S2
8614,14000,16450,12.5,280,13629.4,13529,6,R,620,6,49,47,25,0,2,Corporation,17,2,2,1,55,Automotive Dealers and Service Stations,32898,16733,16165,235800,43023,35.2,8,959,9098,305891,9881,1182,11063,CA,A,S2
32868,53000,63070,12.5,1462.8,77154.8,54604,1,R,692,17,36,10,10,0,0,Corporation,5,0,0,0,75,Auto Repair Services and Parking,20631,10188,10443,157000,43162,36.1,8,725,7785,221183,5232,471,5703,WA,F,S4
14213,30000,36300,12.5,5431.5,42087.26,42087.2857,14,O,608,6,14,11,7,0,3,Corporation,10,1,5,0,51,Wholesale Trade-Nondurable Goods,38442,19131,19311,136100,41756,28.9,8,420,7667,234579,11063,381,11444,CA,H,S3
6738,20000,23500,12.5,400,24860,21504,3,R,546,4,37,31,21,2,4,Sole Proprietorship,14,8,1,6,59,Miscellaneous Retail Stores,32007,16022,15985,182000,68678,33.1,7,972,19669,583635,3974,859,4833,CO,A,S2
6578,14000,16520,12.5,840,13631.08,15621.4545,11,O,546,15,27,19,19,3,5,Corporation,3,0,3,0,72,Personal Services,55266,27010,28256,225500,37230,32.4,8,1932,27798,868074,17322,1902,19224,CA,OTHER,S2
6969,14000,16520,12.5,1120,12962.12,13350.11,3,O,646,5,29,9,9,0,0,Corporation,4,0,1,0,75,Auto Repair Services and Parking,6964,3404,3560,87200,39413,36,6,211,4456,122296,2555,207,2762,KS,OTHER,S2
5691,10000,11900,12.5,200,21322.5,23868,1,R,635,28,12,10,8,0,2,Corporation,22,0,1,0,75,Auto Repair Services and Parking,44914,22532,22382,100000,33035,34,8,1225,23001,802610,12912,1313,14225,CA,A,S2
8422,20600,24411,10,2822.2,20320.56,20320.5,4,O,566,13,53,52,30,0,1,Sole Proprietorship,2,1,0,0,54,Food Stores,40138,19139,20999,219500,43557,32.4,8,1156,18962,567304,13819,1383,15202,CA,H,S2
1967,7300,9052,12.5,1080.4,4823.42,4824,5,O,482,3,10,5,5,2,3,Sole Proprietorship,4,1,3,0,58,Eating and Drinking Places,6621,3197,3424,57800,34483,35.1,6,108,1306,28627,2137,86,2223,KS,B,S1
10804,20600,25250,12.5,1816.42,13710,15919,4,R,650,3,58,58,32,0,0,Limited Liability Company,2,0,3,0,55,Automotive Dealers and Service Stations,54585,27066,27519,146000,55340,27,8,231,3680,109043,6541,111,6652,CA,H,S3
25662,40600,49735,12.5,6475.7,51274,52228,1,R,544,5,48,42,35,3,3,Corporation,14,2,2,0,55,Automotive Dealers and Service Stations,27821,14430,13391,441500,68721,34.4,8,1046,34321,3370052,10295,1330,11625,CA,H,S3
5931,13000,15470,12.5,1794,12148.34,13671.5,4,O,535,4,22,8,8,6,8,Corporation,2,5,0,0,54,Food Stores,14012,7650,6362,306700,56687,34.6,7,697,11392,383877,591,104,695,CO,B,S2
2443,11000,13640,12.5,1628,7226.24,7226,4,O,472,21,13,6,1,5,2,Corporation,14,2,2,0,59,Miscellaneous Retail Stores,21724,10156,11568,463200,47185,38.8,8,2188,34637,1729625,12643,2293,14936,CA,B,S2
3008,7200,8928,12.5,1065.6,4786.18,4785.77778,9,O,519,15,16,9,7,5,2,Sole Proprietorship,9,0,3,0,57,Home Furniture and Furnishings Stores,24572,11748,12824,157300,33556,34.7,8,1074,22607,1440765,12987,1846,14833,CA,B,S1
29449,60000,70500,15,1200,44086.2,52954.5,4,R,578,9,44,41,29,1,2,Limited Liability Company,9,2,3,0,84,Museums Art Galleries and Gardens,25186,12824,12362,672800,76644,43.5,8,1134,8520,272327,11424,1168,12592,CA,A,S4
8502,34400,40936,12.5,3797.76,68020.2,29224,1,R,594,24,18,4,4,0,7,Sole Proprietorship,1,1,0,0,58,Eating and Drinking Places,36282,17888,18394,175000,41683,31.4,6,1659,47691,2313743,19670,1632,21302,TX,B,S3
35992,50000,57500,10,3900,73210.44,74919.5,4,O,767,2,12,10,9,0,2,Sole Proprietorship,2,1,0,0,52,Building Materials and Hardware,35803,17616,18187,140900,28831,27,8,1146,14434,377235,11835,1066,12901,CA,B,S4
17293,34250,42812.5,12.5,5908.12,22075.68,22075.6667,12,O,535,9,47,46,25,1,0,Sole Proprietorship,7,0,8,0,57,Home Furniture and Furnishings Stores,2393,1233,1160,120900,36516,34.7,7,58,236,4567,417,8,425,CO,H,S3
4130,10000,11950,12.5,600,9069.96,10724.2667,15,O,590,19,29,27,11,1,1,Sole Proprietorship,1,0,1,0,59,Miscellaneous Retail Stores,26070,12715,13355,87000,46290,29.4,6,464,13170,365575,8341,278,8619,TX,A,S2
6679,14000,17360,12.5,2072,9288.38,16902.8,5,O,516,2,16,8,11,4,4,Limited Liability Company,1,0,0,0,72,Personal Services,10245,4967,5278,495900,83737,48.1,8,1043,24040,860362,5343,1040,6383,CA,OTHER,S2
18004,46400,56840,12.5,9419.2,30000.98,30000.9231,13,O,608,14,22,19,16,0,3,Sole Proprietorship,21,20,3,17,58,Eating and Drinking Places,24482,11764,12718,261900,50244,42.5,8,772,6679,184031,8366,490,8856,CA,H,S4
8675,13800,16800,12.5,1928.52,13775.74,13774.7969,6,R,474,5,20,12,14,2,6,Sole Proprietorship,3,2,0,1,75,Auto Repair Services and Parking,18643,9227,9416,208500,57601,36.4,8,289,1908,47588,6494,337,6831,CA,H,S2
5181,14200,16685,12.5,1150.2,12772.66,12120.9412,17,O,530,19,18,9,3,5,4,Corporation,28,1,1,0,72,Personal Services,22497,12111,10386,131200,37785,32.4,6,1080,18236,725380,13401,1310,14711,TX,OTHER,S2
3633,10000,11900,12.5,276,25316.86,27570,1,R,476,3,27,18,10,7,2,Partnership,3,0,1,0,7,Agricultural Services,23975,11124,12851,384500,55701,37.4,8,641,6906,192156,10768,644,11412,CA,F,S2
7938,24000,28560,10,3312,23592,42127.1429,7,O,547,10,12,5,7,4,3,Corporation,7,1,0,1,79,Amusement and Recreational Services,16101,8053,8048,182700,69635,31.9,6,1106,14851,486109,20196,890,21086,TX,B,S3
6935,20000,24600,8,2920,20167.16,20166.6667,3,O,582,8,8,1,1,5,2,Corporation,1,0,0,0,58,Eating and Drinking Places,2747,1441,1306,112500,33179,47.5,7,53,260,6056,390,12,402,AZ,OTHER,S2
4298,12400,14632,12.5,1349.12,11200,11200,4,O,618,6,10,6,3,1,3,Sole Proprietorship,8,0,2,0,57,Home Furniture and Furnishings Stores,7487,3584,3903,127200,31795,37.7,8,114,920,19600,1777,53,1830,OR,OTHER,S2
6372,16000,19040,12.5,2208,13557.18,14894.4004,1,O,598,3,54,53,20,1,0,Corporation,4,1,0,0,54,Food Stores,105275,52941,52334,168700,30029,24.5,8,882,13000,336802,23482,1619,25101,CA,B,S2
8971,20000,23800,12.5,2760,21832.66,21832.6667,3,O,625,44,10,4,2,6,0,Corporation,18,15,2,7,75,Auto Repair Services and Parking,68796,35507,33289,182700,39609,26.8,8,1186,29152,1014257,15519,1460,16979,CA,B,S2
19873,35000,41125,12.5,2450,31433.9,23426.9249,9,O,751,2,35,35,18,0,0,Limited Liability Company,8,2,2,2,58,Eating and Drinking Places,11792,5740,6052,92900,47431,30,6,295,5123,142785,5661,311,5972,NE,C,S3
2807,6600,7755,12.5,396,5991.66,5991.66667,6,O,629,4,22,19,13,3,0,Corporation,4,5,1,3,58,Eating and Drinking Places,12430,5990,6440,64100,34956,36,6,263,4205,112969,4109,335,4444,OK,OTHER,S1
57000,147800,181794,12.5,15105.16,97255.64,84928.8,5,O,462,28,22,5,11,9,8,Sole Proprietorship,6,3,1,2,58,Eating and Drinking Places,3519,1761,1758,178200,51290,37.5,8,82,749,20781,1107,29,1136,CA,OTHER,S4
7650,18200,22568,12.5,2693.6,11990.12,17218.485,12,O,579,11,8,3,4,2,3,Sole Proprietorship,7,24,0,23,58,Eating and Drinking Places,43846,22009,21837,188600,49064,32.6,8,408,3012,62356,13640,398,14038,CA,B,S2
3527,11200,13328,12.5,1545.6,8826.66,8826.85714,7,O,461,1,20,12,11,5,3,Sole Proprietorship,1,0,1,0,58,Eating and Drinking Places,8601,4165,4436,52900,34432,37,6,181,1699,36345,2604,245,2849,TX,B,S2
3564,15800,18881,12.5,2415.82,12385.28,12385.2727,11,O,519,1,7,2,2,3,2,Limited Liability Company,1,0,2,0,79,Amusement and Recreational Services,33431,16743,16688,199900,82865,33.6,7,526,3528,84735,2593,218,2811,AZ,H,S2
3647,21400,26536,12.5,1284,16577.04,16577.04,3,O,556,8,27,20,11,1,6,Sole Proprietorship,14,3,1,1,58,Eating and Drinking Places,4724,2126,2598,119400,28929,20.2,7,88,1021,14691,0,66,66,UT,A,S3
15586,28800,34272,12.5,3974.4,27079.5,27079.5,6,O,622,5,28,28,17,0,0,Corporation,3,1,5,0,59,Miscellaneous Retail Stores,17552,8324,9228,187800,42100,32.5,8,693,7560,214971,5963,1093,7056,CA,B,S3
54150,123000,141450,12.5,12792,97368.82,107469.333,3,O,504,2,31,23,22,3,5,Corporation,2,2,0,2,58,Eating and Drinking Places,32579,15958,16621,106900,36693,38,8,1130,16124,466170,13385,1107,14492,ID,OTHER,S4
10163,25200,31248,12.5,3729.6,16623.02,16623.3333,3,O,593,9,22,14,17,1,7,Sole Proprietorship,1,4,1,3,58,Eating and Drinking Places,33115,15947,17168,1000001,54879,35.3,8,1082,16587,705121,18414,1288,19702,CA,B,S3
90459,158000,187230,12.5,21646,136759.68,153787.867,15,O,619,28,22,18,9,0,4,Corporation,19,1,1,0,17,Construction-Special Trade Contractors,40258,20154,20104,255500,52434,35.2,8,1351,20114,782399,13919,1188,15107,CA,H,S4
110128,210000,249900,12.5,28980,193883.28,88682.0022,12,O,670,12,9,2,2,0,1,Corporation,20,1,1,0,58,Eating and Drinking Places,28099,13748,14351,97000,61280,35,6,588,7316,167375,9481,603,10084,TX,B,S4
8268,24000,28800,12.5,3864,18794.46,18794.5714,7,O,541,5,13,2,6,7,4,Corporation,4,1,0,0,75,Auto Repair Services and Parking,42255,20535,21720,166800,43027,32.6,8,1525,22402,834263,10228,572,10800,WA,H,S3
0,57800,71672,12.5,6843.52,58138,87140.5,4,R,637,3,41,40,19,0,1,Corporation,5,0,0,0,42,Motor Freight Transportation/Warehouse,30769,14985,15784,157400,39440,31.4,7,2044,30270,970003,10386,1654,12040,UT,B,S4
50634,90000,111600,10,20646,55197.1,55196.9231,13,O,688,28,35,24,21,3,8,Corporation,4,1,0,0,75,Auto Repair Services and Parking,21415,10554,10861,131200,45090,35.7,6,864,11267,309614,9742,783,10525,TX,H,S4
30018,44400,52170,12.5,2997,50259.68,50254.9909,4,R,616,2,26,19,5,0,7,Corporation,15,1,4,0,56,Apparel and Accessory Stores,21068,10556,10512,341200,130655,36.5,6,950,13646,522102,7991,527,8518,TX,D,S4
153594,300000,337500,15,3000,197114.78,197120.532,5,O,758,11,15,15,6,0,0,Sole Proprietorship,10,3,3,1,80,Health Services,45348,22728,22620,170100,31806,30.7,8,597,10292,284068,14626,881,15507,CA,OTHER,S4
3322,10400,12220,12.5,982.8,9399.78,9399.71429,14,O,434,7,13,3,4,6,4,Sole Proprietorship,15,1,15,0,53,General Merchandise Stores,38417,18462,19955,120600,39670,40.9,7,2362,36048,1065123,14939,2142,17081,NM,OTHER,S2
21137,37600,45496,12.5,3203.52,33813.52,41095,4,O,581,1,20,16,10,2,2,Corporation,1,2,0,0,70,Hotels Rooming and Other Lodging Places,45074,22747,22327,194400,41408,28.4,8,525,32124,731428,10106,756,10862,CA,OTHER,S3
0,25000,29750,7.5,3450,38600.3,38600.2,10,O,520,8,14,8,12,1,5,Corporation,3,2,6,0,41,Local/Suburban Transit and Highway Passenger,47800,25170,22630,123500,38385,27.9,7,1461,31417,997460,10929,1449,12378,UT,B,S3
10460,17800,22072,12.5,2634.4,11754.1,14269.3846,13,O,648,4,16,16,12,0,0,Limited Liability Company,4,0,1,0,72,Personal Services,36049,18635,17414,105400,37330,35.9,7,628,10729,272713,10284,833,11117,AZ,B,S2
16274,30000,37200,12.5,3552,23128.28,18630.5,4,R,548,9,18,8,7,4,6,Sole Proprietorship,4,0,2,0,58,Eating and Drinking Places,2981,1847,1134,625000,38911,29.6,6,412,7091,306916,1341,946,2287,TX,B,S3
7478,15600,18408,12.5,1272.96,14113.52,14113.6007,3,O,656,9,12,3,3,0,0,Corporation,3,0,4,0,58,Eating and Drinking Places,44391,20636,23755,104400,39548,39.7,7,1785,21495,468428,17542,1520,19062,MT,OTHER,S2
4944,15800,19592,12.5,2338.4,10408.5,10408.7273,11,O,507,2,13,4,5,3,6,Limited Liability Company,5,7,1,5,53,General Merchandise Stores,17127,8865,8262,65900,35213,36.2,6,472,5500,145896,5840,493,6333,KS,B,S2
7040,16600,19505,12.5,1232.56,21336.56,21335.698,4,R,545,3,10,3,5,2,5,Sole Proprietorship,7,1,1,0,7,Agricultural Services,10966,5420,5546,497200,56898,40,8,216,1996,52686,3958,88,4046,CA,OTHER,S2
9276,15600,19344,12.5,1847.04,18964,18964,1,R,585,31,16,13,9,1,2,Corporation,12,1,1,1,52,Building Materials and Hardware,28584,13897,14687,38700,25493,30.7,6,403,5751,130554,9621,742,10363,OK,B,S2
1220,4200,4956,12.5,456.96,3849.38,3849.33333,3,O,471,15,19,9,5,0,10,Sole Proprietorship,19,0,4,0,57,Home Furniture and Furnishings Stores,43447,21233,22214,146100,42222,32.8,7,1012,16086,466766,15932,1028,16960,CO,OTHER,S1
29325,63800,79112,12.5,9442.4,41925.64,50547.3333,12,O,574,4,58,56,34,0,2,Corporation,2,6,5,2,57,Home Furniture and Furnishings Stores,48807,23411,25396,172500,37431,31.8,8,1761,25274,727390,12657,1768,14425,CA,B,S4
