Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
1244,3600,4230,12.5,388.8,3291.22,5352.75,8,O,649,13,40,34,21,6,0,Sole Proprietorship,14,2,3,0,75,Auto Repair Services and Parking,26476,13105,13371,68900,30019,30.4,6,605,12685,460744,9107,720,9827,LA,E,S1
1948,5000,5875,12.5,405,4552.04,4552,10,O,565,5,16,1,1,14,1,Limited Liability Company,4,0,0,0,56,Apparel and Accessory Stores,761,469,292,625000,44044,39.9,5,660,26453,1905734,870,774,1644,CT,A,S1
2134,6800,8092,12.5,750.72,5438,6198.66667,6,R,494,15,18,8,5,7,3,Corporation,2,0,0,0,79,Amusement and Recreational Services,19016,9476,9540,61500,34006,33.1,5,721,16464,588566,7706,786,8492,IN,B,S1
55314,122700,145399.5,12.5,15969.4,100859.64,100859,4,O,556,13,21,14,13,3,4,Corporation,11,4,1,3,58,Eating and Drinking Places,23234,11243,11991,178600,65807,41.9,5,980,21290,914067,8574,953,9527,CT,H,S4
6566,15200,18240,15,425.6,17034,12102,2,R,531,21,30,16,15,6,8,Corporation,28,5,3,2,59,Miscellaneous Retail Stores,14310,6956,7354,85200,39864,37.2,5,464,7848,193455,5521,439,5960,IN,A,S2
117310,178600,214320,12.5,15002.4,117503.62,117504,6,O,792,13,25,25,8,0,0,Corporation,6,6,2,1,41,Local/Suburban Transit and Highway Passenger,27362,12912,14450,190500,59634,39.3,5,702,11183,691652,10050,689,10739,NJ,B,S4
220390,300000,355500,10,41100,290938.7,251891.714,7,O,614,6,34,32,12,0,2,Corporation,5,2,1,0,57,Home Furniture and Furnishings Stores,54069,25699,28370,284800,83651,40,5,2238,36758,1370617,16019,1610,17629,NJ,H,S4
3784,32000,39680,12.5,4736,21053.8,21054,4,O,456,21,4,2,3,1,1,Sole Proprietorship,21,1,1,0,59,Miscellaneous Retail Stores,42860,20808,22052,112100,44550,34.8,5,1270,20853,576143,14309,1151,15460,NY,B,S3
12357,41800,49742,12.5,3461.04,40285.16,42126.5,4,O,508,11,32,21,22,2,9,Sole Proprietorship,3,20,2,0,75,Auto Repair Services and Parking,12241,6575,5666,100000,46497,39.8,5,202,1924,50887,3807,177,3984,NY,F,S3
2937,5300,6307,12.5,731.4,4866.92,4867,6,O,619,9,20,16,10,0,4,Corporation,6,0,1,0,72,Personal Services,22951,10392,12559,73700,31336,36.6,5,365,5394,141739,8792,434,9226,OH,B,S1
5983,15200,17480,10,1185.6,14898.28,14897.9175,3,O,628,2,11,1,1,0,1,Corporation,11,3,1,0,58,Eating and Drinking Places,31682,15470,16212,107800,41435,31.7,5,755,13791,590710,14709,796,15505,NC,B,S2
10177,29400,36456,12.5,4351.2,19415.34,19415.3333,3,O,506,7,53,52,38,1,0,Limited Liability Company,8,1,3,1,65,Real Estate,17083,8198,8885,275100,82865,34.8,5,478,4959,164166,5594,458,6052,NJ,B,S3
35988,50000,57500,12.5,3900,69055.98,92928,1,O,650,13,15,15,5,0,2,Corporation,14,9,8,0,59,Miscellaneous Retail Stores,36300,18141,18159,313100,53180,35.5,5,1154,14774,646140,11586,1249,12835,NY,B,S4
3315,9000,10710,12.5,1242,7105.92,7105.5,4,O,513,12,58,51,44,4,3,Corporation,10,0,1,0,58,Eating and Drinking Places,24743,12175,12568,144600,67207,34.5,5,631,6238,212968,7951,557,8508,NY,B,S2
2703,5600,6664,12.5,154.56,9138,7668.66667,3,R,600,6,18,14,14,1,3,Corporation,2,2,2,2,75,Auto Repair Services and Parking,2671,1215,1456,99700,44926,42.4,5,54,2663,66245,1109,63,1172,NJ,F,S1
30729,56000,69440,12.5,8288,36837.92,37048.75,8,O,611,12,59,56,26,0,3,Corporation,21,0,1,0,58,Eating and Drinking Places,48468,23699,24769,98700,50551,34.7,5,767,15721,446340,18801,906,19707,OH,B,S4
11841,23800,28084,12.5,1942.08,17908.5,17908.5,4,O,604,2,35,31,17,0,4,Limited Liability Company,16,0,4,0,59,Miscellaneous Retail Stores,45212,23705,21507,124500,52810,37.3,5,859,14970,493535,15048,802,15850,CT,F,S3
17735,34000,39100,12.5,2652,26933.28,29830,4,O,649,3,45,43,22,0,2,Limited Liability Company,0,0,1,0,58,Eating and Drinking Places,48116,24117,23999,184900,49618,30.6,5,1703,32044,1202946,18145,1503,19648,GA,B,S3
13721,24400,30256,12.5,3611.2,17025.72,17025.6,5,O,585,1,23,11,17,1,11,Corporation,2,6,1,6,72,Personal Services,25994,12640,13354,155900,60904,38.6,5,763,7897,254484,8742,563,9305,NJ,B,S3
7074,13200,16368,12.5,1953.6,8756.8,11594,9,O,554,1,17,7,4,2,8,Partnership,1,0,0,0,57,Home Furniture and Furnishings Stores,28629,13894,14735,83000,37254,36.1,6,679,7228,157412,11572,805,12377,AL,B,S2
11472,18800,22090,12.5,761.4,22328,21957.5,4,R,628,57,19,13,12,0,6,Corporation,2,1,1,0,54,Food Stores,15284,7128,8156,73200,28902,35.1,5,523,7054,150523,6028,625,6653,GA,OTHER,S2
4082,7600,9120,12.5,456,7144.72,7145,6,O,549,2,9,7,5,2,0,Limited Liability Company,13,4,4,3,51,Wholesale Trade-Nondurable Goods,30903,15123,15780,164200,67946,39.7,6,980,18688,724937,11792,799,12591,WI,OTHER,S1
19781,32000,39680,12.5,3788.8,23772,27975,4,R,499,38,3,0,1,2,1,Corporation,7,0,2,0,17,Construction-Special Trade Contractors,39157,18689,20468,270000,70959,41.8,5,1403,21807,912362,13394,1114,14508,NY,B,S3
12726,21800,25724,12.5,2371.84,19787,19786.6667,3,O,775,11,33,33,16,0,0,Limited Liability Company,2,0,0,0,79,Amusement and Recreational Services,29483,14133,15350,83500,41354,35.9,5,1649,34447,1458272,10571,1498,12069,FL,OTHER,S3
88623,168100,201720,12.5,23534,115073.56,115073.333,6,O,576,9,9,4,1,2,3,Corporation,1,0,0,0,57,Home Furniture and Furnishings Stores,41913,20582,21331,147200,53582,36.4,5,1266,15802,510494,14162,1223,15385,NY,B,S4
4001,9400,11045,12.5,634.5,19960.26,19960.6162,4,R,555,19,17,14,5,1,2,Sole Proprietorship,1,0,0,0,75,Auto Repair Services and Parking,26537,12843,13694,90100,43908,39.6,5,656,11352,295887,10115,673,10788,NY,E,S2
13276,24000,28200,10,1920,42505.66,42505.5,4,O,663,8,12,11,5,0,1,Corporation,2,1,0,0,59,Miscellaneous Retail Stores,7747,3788,3959,158100,61707,37.4,5,365,4336,112493,2330,229,2559,NH,OTHER,S3
20351,40600,47908,12.5,4417.28,32011.52,4714.81677,7,O,682,13,62,61,32,0,1,Corporation,4,1,2,0,58,Eating and Drinking Places,3275,1631,1644,167600,60862,35.1,5,84,1087,39178,485,55,540,NY,OTHER,S3
10281,22000,26180,12.5,2428.8,17040.56,17040.2857,7,R,596,5,15,10,6,0,5,Sole Proprietorship,1,2,1,0,58,Eating and Drinking Places,1534,763,771,103400,28750,40.6,5,33,118,2392,781,12,793,NC,B,S3
7654,15600,19344,17.5,1847.04,7400,6576,4,R,607,2,29,19,15,1,9,Corporation,2,2,2,0,55,Automotive Dealers and Service Stations,4650,2237,2413,59600,23730,40.2,6,97,767,18383,1682,37,1719,MO,B,S2
5282,14000,17850,12.5,2929.5,11213.5,7576.66667,6,O,526,3,29,12,11,4,13,Corporation,3,1,1,0,58,Eating and Drinking Places,17003,7816,9187,347100,50640,34.7,5,469,7039,358323,7644,590,8234,MA,B,S2
8602,15000,19125,12.5,3138.76,10256.82,11434.875,16,O,480,6,31,6,6,16,9,Sole Proprietorship,6,2,1,0,59,Miscellaneous Retail Stores,6285,3045,3240,84600,40187,36.1,5,120,1115,29362,2039,63,2102,MI,B,S2
6392,10800,12852,12.5,1166.98,8518.68,8518.66667,3,O,652,3,32,31,21,0,1,Limited Liability Company,1,0,2,0,59,Miscellaneous Retail Stores,21366,10282,11084,230200,76745,41.8,5,653,6330,202017,8615,623,9238,CT,OTHER,S2
3031,5400,6600,12.5,894.66,4366,4158.66667,3,R,488,5,37,18,21,2,17,Corporation,3,0,0,0,83,Social Services,20035,9723,10312,147900,60636,38,5,780,7491,161956,8335,373,8708,FL,H,S1
4856,21200,25016,12.5,2306.56,20582.96,22538.5,4,O,489,18,20,9,12,1,10,Sole Proprietorship,1,1,0,0,59,Miscellaneous Retail Stores,40033,20367,19666,144800,26948,23.3,5,1305,20770,494928,14045,1349,15394,PA,OTHER,S3
13386,30600,36414,12.5,4222.8,24279.26,24279.3333,12,O,532,25,25,10,10,6,9,Sole Proprietorship,18,4,2,0,72,Personal Services,29837,14546,15291,93400,39146,38.4,5,667,9693,279567,13573,642,14215,FL,B,S3
6190,10600,12900,12.5,714.4,8408.98,7726,1,R,687,18,38,36,21,0,0,Partnership,11,12,1,8,82,Educational Services,66789,33255,33534,375000,55647,30.9,6,1776,19346,600731,38412,1875,40287,IL,H,S2
5922,15500,18212.5,12.5,1464.76,13906.42,13906,4,O,605,3,16,3,1,12,1,Corporation,3,0,0,0,56,Apparel and Accessory Stores,33099,15470,17629,75800,37490,35,5,1319,22311,617774,12375,1290,13665,MI,OTHER,S2
10801,18000,21330,12.5,2466,14032.16,14032.5,4,O,547,10,37,24,9,0,13,Corporation,9,0,1,0,75,Auto Repair Services and Parking,7482,4177,3305,329100,70469,35.9,5,330,12157,745238,2043,236,2279,NY,H,S2
15136,36000,42840,12.5,993.6,61012.5,83320.1254,1,R,495,13,27,18,21,4,5,Sole Proprietorship,1,0,3,0,58,Eating and Drinking Places,20800,9717,11083,137000,52121,42.5,5,1044,20059,717665,8033,986,9019,NJ,F,S3
8460,24400,28670,12.5,1811.7,23789.52,9622,1,R,514,30,22,8,10,5,8,Corporation,13,13,3,13,58,Eating and Drinking Places,40838,19664,21174,102400,47142,34,6,1329,21774,550464,18516,1743,20259,TN,OTHER,S3
29902,47100,56049,10,6499.8,48697.56,48698,4,O,642,6,2,1,0,1,0,Corporation,4,1,1,1,54,Food Stores,45482,22911,22571,105800,46699,31.5,5,372,2572,53893,13435,108,13543,FL,B,S4
4574,12500,14937.5,12.5,1911.24,9776.1,9776,10,R,463,6,27,3,17,9,15,Corporation,6,15,2,7,79,Amusement and Recreational Services,9993,6078,3915,74500,33958,34.4,5,108,1163,30417,3005,152,3157,FL,H,S2
17626,36800,43792,12.5,5078.4,28997.96,28996.513,14,O,507,16,40,33,24,4,3,Sole Proprietorship,4,2,0,0,56,Apparel and Accessory Stores,47283,22862,24421,168200,37067,37.6,5,737,7845,196778,19299,919,20218,MA,B,S3
5331,11200,12900,12.5,333.4,17196.7,11652,1,R,577,7,38,5,5,6,8,Limited Liability Company,2,5,1,1,57,Home Furniture and Furnishings Stores,596,306,290,152300,53750,39.1,5,35,775,33402,228,21,249,VA,C,S2
3578,9200,11408,12.5,1361.6,6073.88,6074,3,O,456,6,29,18,20,7,4,Limited Liability Company,5,6,0,5,52,Building Materials and Hardware,24439,11864,12575,107900,34789,35,5,1291,25018,778684,10061,1664,11725,VA,B,S2
1501,4600,5865,12.5,819.94,3070.9,10958,2,R,529,5,17,7,6,9,1,Corporation,9,1,1,1,57,Home Furniture and Furnishings Stores,31572,15327,16245,84600,37546,28.4,5,761,12204,251404,11865,956,12821,NC,B,S1
24167,45800,54731,12.5,1273.24,33718,46982,2,R,560,5,29,21,15,0,8,Limited Liability Company,4,0,0,0,72,Personal Services,27977,13645,14332,222000,47171,33.5,5,765,12679,573284,9814,886,10700,CT,A,S4
1658,4200,4998,12.5,463.68,3400,3305.5,4,R,551,7,43,14,16,15,14,Sole Proprietorship,7,2,2,0,72,Personal Services,54395,28294,26101,76500,36925,37,5,1150,22098,639736,20361,1490,21851,OH,B,S1
33333,62400,74256,12.5,8611.2,49200.56,49201.3333,3,O,510,28,28,23,17,1,4,Limited Liability Company,12,2,3,0,79,Amusement and Recreational Services,40491,19382,21109,68900,28874,38.4,5,1263,20117,467614,12033,1316,13349,WV,B,S4
8510,25000,31000,12.5,5550,19718.4,25938.6667,6,O,489,7,43,11,22,14,18,Corporation,5,26,0,23,58,Eating and Drinking Places,25032,11927,13105,97300,42194,33,5,1033,16787,493801,7716,997,8713,IN,B,S3
4293,11600,14210,12.5,1177.4,7905.26,8823.2,5,O,579,2,14,8,5,2,4,Corporation,1,1,0,0,59,Miscellaneous Retail Stores,24380,10926,13454,85900,28865,35.2,5,461,5428,112069,9262,622,9884,GA,C,S2
22391,45000,55800,12.5,5328,35549.6,35550,1,R,540,7,25,17,13,2,6,Corporation,14,8,1,4,72,Personal Services,844,482,362,32500,10745,37.4,6,521,9764,288226,455,642,1097,IA,B,S4
17147,162000,192780,12.5,22356,128898.18,128898,6,O,466,6,35,19,21,4,12,Corporation,6,6,0,4,58,Eating and Drinking Places,26961,13093,13868,175500,50840,36.6,5,737,14028,701344,10208,899,11107,MA,B,S4
2904,7400,9435,12.5,1548.44,4818.82,4819,4,O,546,3,9,1,1,7,1,Sole Proprietorship,2,1,2,0,59,Miscellaneous Retail Stores,537,270,267,68300,29545,38.1,5,24,214,5551,12039,1039,13078,NC,B,S1
8242,20200,24139,12.5,561.56,23333.72,27702,3,R,530,4,18,4,10,6,8,Limited Liability Company,14,0,1,0,58,Eating and Drinking Places,2398,1303,1095,306700,21551,24.9,5,621,15149,735568,1597,874,2471,CT,A,S2
8103,14000,17150,12.5,2283.76,14228.48,34288,2,R,568,22,19,10,5,0,9,Corporation,17,3,1,0,47,Transportation Services,12164,5622,6542,133900,47788,41.1,6,328,2825,60265,5487,345,5832,AR,H,S2
38356,71000,83425,12.5,6709.5,63962.04,63961.7502,4,O,640,8,24,23,10,0,1,Corporation,3,0,3,0,59,Miscellaneous Retail Stores,42299,21360,20939,141000,55260,31.3,5,1067,18277,571305,13962,1059,15021,MI,OTHER,S4
17505,30000,35250,12.5,1200,51686,73998,1,R,613,38,16,13,11,0,3,Corporation,21,1,0,0,75,Auto Repair Services and Parking,38100,18446,19654,167500,72721,38.9,6,1420,21353,593434,13047,1222,14269,MO,OTHER,S3
12590,20150,24986,12.5,2385.76,13253.34,13253.3333,3,R,578,6,15,8,12,0,7,Corporation,5,1,0,1,72,Personal Services,6361,3142,3219,154800,41900,43.7,5,140,1343,28796,2925,130,3055,NC,B,S2
2547,7600,9690,12.5,1590.3,5017.94,5018,3,O,580,2,11,4,2,6,1,Sole Proprietorship,2,0,0,0,58,Eating and Drinking Places,21616,10391,11225,73700,18100,28.5,5,1086,16298,477447,8051,1794,9845,GA,B,S1
2149,9000,11160,12.5,1332,6028.48,6028.5,4,O,561,12,22,16,8,2,4,Sole Proprietorship,2,0,0,0,72,Personal Services,30027,15252,14775,108500,27826,28.3,6,861,10556,247805,13732,865,14597,MS,B,S2
28672,40000,47000,7.5,2160,72720,74943,4,R,602,7,34,30,15,1,3,Limited Liability Company,19,1,3,1,55,Automotive Dealers and Service Stations,23435,11688,11747,186200,75029,35.8,6,917,17050,744479,7299,675,7974,MN,OTHER,S3
11854,25400,30226,12.5,3680.46,19944.98,26324.6667,15,O,588,10,26,12,12,3,11,Sole Proprietorship,8,9,0,7,59,Miscellaneous Retail Stores,14413,6692,7721,107900,46758,38.2,5,324,4061,87138,6309,305,6614,MI,H,S3
32684,57600,68544,12.5,3107.98,45352.22,45351.3207,6,R,581,14,40,36,27,0,4,Corporation,2,2,0,2,58,Eating and Drinking Places,18699,8923,9776,168000,54410,39.5,5,643,5793,168763,8580,626,9206,RI,OTHER,S4
45651,110000,129250,12.5,5940,131260,267522,2,R,522,70,38,24,21,1,13,Corporation,4,14,4,1,52,Building Materials and Hardware,23473,11082,12391,112900,42646,38,5,1087,23006,822872,10007,1122,11129,ME,OTHER,S4
11063,27200,32504,12.5,2268.48,25960.32,29245.5,8,O,538,1,14,5,9,4,5,Limited Liability Company,4,0,3,0,53,General Merchandise Stores,52581,25093,27488,137500,50194,37.5,5,893,6102,160223,15105,256,15361,FL,A,S3
21779,37800,44982,10,4173.12,38446,46013,2,R,567,9,9,2,3,2,5,Corporation,2,1,2,0,56,Apparel and Accessory Stores,32797,15738,17059,329500,98684,38.6,5,956,9361,358587,10217,862,11079,NJ,B,S3
2525,4800,5952,12.5,710.4,3339.5,3748.5,4,O,457,4,29,19,20,3,7,Corporation,3,0,0,0,54,Food Stores,91351,46450,44901,195700,40083,31,6,1057,11131,329747,26977,1481,28458,IL,B,S1
19253,45000,53550,12.5,1242,54788.04,54788.3333,6,R,573,12,27,18,21,1,8,Sole Proprietorship,12,0,1,0,58,Eating and Drinking Places,20800,9717,11083,137000,52121,42.5,5,1044,20059,717665,8033,986,9019,NJ,F,S4
12297,22000,26180,5,2428.8,59620,46601,2,R,677,5,32,22,16,2,8,Corporation,0,1,4,0,57,Home Furniture and Furnishings Stores,30806,14305,16501,92900,33009,56.1,5,899,12848,385688,13109,957,14066,FL,B,S3
8066,13400,15745,12.5,1447.2,12930.12,4195.18507,5,O,638,33,19,11,10,2,6,Corporation,5,14,0,10,72,Personal Services,16158,7751,8407,73100,36580,35.2,5,328,21568,1238855,6974,378,7352,NY,E,S2
15943,38800,46560,12.5,3259.2,25529.08,25529,8,O,561,14,13,9,11,0,4,Limited Liability Company,4,11,0,6,17,Construction-Special Trade Contractors,2706,1410,1296,111800,18878,34.9,5,793,13800,593511,1739,1089,2828,NH,B,S3
30648,50000,59500,12.5,6900,55577.04,57788,8,O,595,10,29,25,21,1,3,Corporation,8,0,1,0,73,Business Services,20975,10305,10670,205300,88530,34.3,5,596,9171,345552,6586,169,6755,FL,B,S4
93309,262000,324880,10,38776,216246.76,216247,6,O,606,6,15,6,9,0,9,Sole Proprietorship,2,5,5,0,58,Eating and Drinking Places,39703,19358,20345,140600,59373,37.5,6,1193,18595,636764,14260,1036,15296,MN,B,S4
22811,35600,41830,10,961.2,40092,24444.4,10,R,610,6,28,21,14,0,7,Limited Liability Company,0,3,2,1,72,Personal Services,27977,13645,14332,222000,47171,33.5,5,765,12679,573284,9814,886,10700,CT,A,S3
1672,3200,3920,12.5,417.6,3480,3480,1,R,469,7,54,40,35,3,11,Limited Liability Company,2,0,1,0,75,Auto Repair Services and Parking,41595,20921,20674,156700,61712,38.2,5,944,15517,625071,14470,869,15339,PA,H,S1
63768,88600,113165,12.5,18896.56,58291.48,64686,3,O,683,8,26,25,16,0,1,Corporation,8,2,2,0,75,Auto Repair Services and Parking,17632,8740,8892,351000,129375,37.7,5,435,3711,217754,6133,188,6321,NJ,B,S4
27241,39400,46886,12.5,1087.44,35464,35936,1,R,663,32,7,3,2,0,4,Partnership,21,2,3,1,56,Apparel and Accessory Stores,20079,9491,10588,59900,27448,37.2,6,438,5858,142273,7416,754,8170,LA,A,S3
60622,156900,194556,12.5,23221.2,103214.34,103214.333,6,O,536,5,25,11,10,11,3,Corporation,4,2,1,1,56,Apparel and Accessory Stores,29582,13643,15939,134600,57355,38.8,5,829,8144,156562,8123,402,8525,FL,B,S4
26539,57400,71176,17.5,6796.16,30126,42666,3,R,659,3,30,16,13,4,10,Limited Liability Company,4,0,0,0,59,Miscellaneous Retail Stores,16870,8366,8504,110100,35560,37,5,431,3894,89952,7234,409,7643,GA,B,S4
11503,31000,38440,12.5,4588,20417.74,23873.3333,6,O,565,8,15,13,9,0,2,Corporation,8,18,2,13,59,Miscellaneous Retail Stores,22323,11270,11053,136100,50523,33.9,5,839,9415,228487,15861,733,16594,GA,B,S3
13573,35000,43400,10,5180,28803.8,28804,3,O,484,1,7,1,0,6,0,Limited Liability Company,11,5,3,0,58,Eating and Drinking Places,31671,15368,16303,136500,38733,34.8,5,690,7219,245113,11778,830,12608,NJ,B,S3
4301,8200,10455,12.5,1398.1,5997.18,5997,2,R,497,22,27,22,15,2,3,Sole Proprietorship,18,3,0,3,59,Miscellaneous Retail Stores,20363,10053,10310,98400,46924,36.5,5,406,6175,163800,8046,453,8499,MI,H,S2
10554,16800,19950,12.5,1732.5,15393.4,19431.3333,3,R,537,25,49,33,33,1,15,Limited Liability Company,6,0,4,0,53,General Merchandise Stores,1551,764,787,196500,71375,36.5,5,38,634,19515,407,7,414,NH,H,S2
13459,22800,28272,12.5,2964,18076.8,22082,1,R,495,35,18,6,4,9,3,Sole Proprietorship,24,9,6,6,75,Auto Repair Services and Parking,9107,4417,4690,111000,36430,44.2,5,284,2270,47777,3766,300,4066,PA,B,S3
6345,18000,21600,12.5,1255.5,11588.32,11587.3024,10,O,571,3,15,13,3,0,2,Sole Proprietorship,4,1,0,0,59,Miscellaneous Retail Stores,7748,3868,3880,66700,24131,43.2,5,73,341,4951,3179,53,3232,FL,C,S2
18889,52400,62356,15,5784.96,41029.08,29484.6667,6,R,420,7,54,26,39,9,19,Corporation,9,0,1,0,7,Agricultural Services,14862,7229,7633,69500,38558,38.2,6,310,3893,76482,5787,362,6149,IL,B,S4
2657,7400,8806,17.5,816.96,7446,7446,1,R,542,18,33,14,20,3,16,Corporation,11,2,6,0,87,Engineering and Accounting and Management Services,8148,4051,4097,83500,34618,37.3,5,276,3192,96519,3400,122,3522,MI,B,S1
33551,58000,70000,12.5,3025.8,44557.96,44559.0634,13,R,604,2,25,21,15,1,3,Corporation,1,0,0,0,53,General Merchandise Stores,6346,3175,3171,88100,36869,35.6,5,128,1091,27772,2334,119,2453,MI,H,S4
21056,35600,44144,12.5,5268.8,23393.14,23394.6273,3,O,732,5,9,9,3,0,0,Limited Liability Company,8,1,4,0,99,Other,18900,8824,10076,94200,27255,26.6,6,546,8935,160183,5754,857,6611,LA,B,S3
7503,18000,21420,12.5,2484,14255.14,15291.0769,13,O,549,27,27,17,15,1,9,Corporation,25,1,0,0,7,Agricultural Services,18659,9185,9474,132300,55904,35.1,5,702,13581,425713,8298,626,8924,GA,B,S2
5310,20000,24800,12.5,2960,13193.02,13192.6667,3,O,542,1,41,33,18,4,4,Limited Liability Company,1,0,3,0,58,Eating and Drinking Places,31627,14525,17102,48600,21772,35.9,6,585,7496,204146,10245,1070,11315,AL,B,S2
13119,23600,27730,12.5,1752.3,26423.2,15594,2,R,591,12,22,22,11,0,6,Sole Proprietorship,2,2,2,0,75,Auto Repair Services and Parking,5450,2726,2724,78800,32886,43.3,5,64,444,7726,2393,37,2430,OH,OTHER,S3
53082,93800,116312,12.5,14923.58,60410.86,60410.6667,3,O,558,4,49,48,33,0,1,Limited Liability Company,1,0,1,0,58,Eating and Drinking Places,30854,15286,15568,152800,62017,35.9,5,1081,17042,465370,15711,1224,16935,SC,H,S4
23347,52800,62040,12.5,2851.2,66090,44660,4,R,681,11,22,22,10,0,0,Limited Liability Company,11,11,4,8,58,Eating and Drinking Places,30847,16229,14618,111200,35919,36.5,5,1444,13345,430532,11950,1910,13860,FL,OTHER,S4
7925,33600,40152,12.5,2016,32403.02,32402.5663,4,O,469,3,35,25,23,5,5,Corporation,2,2,0,0,58,Eating and Drinking Places,63001,30131,32870,436000,53313,33.7,5,1556,15555,532804,24202,1900,26102,NY,A,S3
20308,26800,33232,12.5,3173.12,24064,24064,3,O,729,2,34,34,17,0,0,Corporation,2,2,1,0,55,Automotive Dealers and Service Stations,12153,5835,6318,133200,53373,33,5,78,1193,38125,3582,91,3673,NJ,B,S3
1622,3000,3450,12.5,234,3524.56,3524.28571,7,O,540,16,6,2,0,3,1,Corporation,15,13,0,12,52,Building Materials and Hardware,18727,9171,9556,223900,58065,38.8,5,211,1990,59001,5417,218,5635,NY,B,S1
25883,40000,47600,15,4416,30098,41846.6667,3,R,709,6,37,37,20,0,0,Corporation,0,1,0,0,56,Apparel and Accessory Stores,38515,18092,20423,99500,35381,34.4,5,1993,26875,909867,12018,1339,13357,FL,B,S3
4374,13100,15392.5,12.5,1237.96,11818.82,13073,4,O,617,4,15,8,9,2,5,Sole Proprietorship,30,6,0,2,54,Food Stores,40018,20023,19995,118100,51213,30.1,5,843,11442,403464,11707,885,12592,VA,OTHER,S2
17317,40400,48076,12.5,5575.2,31855.02,31854.6667,6,O,524,24,45,21,24,2,22,Corporation,4,11,2,6,75,Auto Repair Services and Parking,37489,18290,19199,162000,56580,37.6,5,1240,18786,704605,14947,1048,15995,PA,B,S3
16096,27400,33976,12.5,4055.2,18049.2,18049.5,4,O,504,6,30,22,15,4,4,Corporation,1,6,5,1,59,Miscellaneous Retail Stores,23762,11450,12312,186000,63014,47.2,5,659,6755,204148,9452,287,9739,FL,B,S3
11387,28800,34560,12.5,4537.44,22449.68,26035.6667,6,O,575,8,19,14,6,0,5,Corporation,8,0,4,0,75,Auto Repair Services and Parking,43814,20568,23246,115900,28980,37.6,5,2082,38355,1401143,14107,1973,16080,FL,H,S3
16511,24200,28435,12.5,1960.2,21759.46,23728.25,8,O,660,25,31,27,20,0,4,Corporation,24,1,4,0,52,Building Materials and Hardware,58895,28349,30546,98600,42934,34.9,5,1458,13254,317909,19054,1016,20070,FL,A,S3
5125,15400,18326,12.5,2284.58,12049.22,12049.3333,6,O,648,3,26,17,13,2,7,Corporation,3,1,1,0,75,Auto Repair Services and Parking,31627,14525,17102,48600,21772,35.9,6,585,7496,204146,10245,1070,11315,AL,H,S2
13643,32600,38305,12.5,2640.6,29282.6,29954.6,10,O,644,1,24,22,13,1,1,Corporation,1,1,0,0,58,Eating and Drinking Places,21074,9766,11308,64600,26325,40.6,5,749,16477,318857,8042,814,8856,OH,A,S3
2806,11000,13640,12.5,1709.4,7135.34,7849,10,O,440,2,15,6,4,4,5,Corporation,1,1,1,0,58,Eating and Drinking Places,14911,6991,7920,83400,40756,41,5,438,4408,112954,6263,517,6780,PA,H,S2
4676,9800,11711,12.5,272.44,10908,13041.5,4,R,621,8,19,7,16,0,12,Corporation,2,0,0,0,57,Home Furniture and Furnishings Stores,20363,10053,10310,98400,46924,36.5,5,406,6175,163800,8046,453,8499,MI,A,S2
28019,36600,43554,12.5,5050.8,28888.34,28888.5,4,O,677,14,32,32,14,0,0,Corporation,14,4,0,4,75,Auto Repair Services and Parking,74611,36765,37846,248300,36432,32.8,5,1247,7397,188018,22623,1412,24035,NY,B,S3
3611,7400,8695,12.5,499.5,8365.72,5252.50042,6,R,629,11,31,9,10,1,5,Partnership,25,9,5,7,72,Personal Services,6534,3126,3408,64300,30735,38.5,6,155,1300,32159,2572,174,2746,TN,D,S1
13880,21000,26040,12.5,3108,13814,10694.5,4,O,668,14,9,5,9,0,4,Corporation,12,0,0,0,54,Food Stores,4857,2280,2577,81700,30443,45.5,5,189,1476,35963,2627,187,2814,MI,B,S3
6450,16000,19840,12.5,3552,13880,9867.2,5,O,457,1,12,11,4,1,0,Corporation,10,4,2,1,57,Home Furniture and Furnishings Stores,29933,14380,15553,118000,43970,36.3,6,832,19313,686328,10605,779,11384,MN,B,S2
13275,22000,25850,12.5,2598.76,20393.6,20393.6,5,O,673,10,21,13,10,0,8,Corporation,10,0,0,0,54,Food Stores,2668,1320,1348,120500,38536,43.5,5,170,2429,39192,1150,144,1294,VT,D,S3
